DMosler   20220520130447
Knee EXT/FLEX UNI ISOK CON/CON 500/500 deg/s   Filtered: Yes   Windowed: Yes
  Set  Rep      mSec      TORQUE    POSITION  POS_(ANAT)    VELOCITY
    1   10     11320         0.0       177.1       104.1         0.0
    1   10     11330         0.0       177.1       104.1         0.0
    1   10     11340         0.0       177.1       104.1         0.0
    1   10     11350         0.0       177.1       104.1         0.0
    1   10     11360         0.0       177.1       104.1         0.0
    1   10     11370         0.0       177.1       104.1         0.0
    1   10     11380         0.0       177.1       104.1         0.0
    1   10     11390         0.0       177.1       104.1         0.0
    1   10     11400         0.0       177.1       104.1         0.0
    1   10     11410         0.0       177.1       104.1         0.0
    1   10     11420         0.0       177.1       104.1         0.0
    1   10     11430         0.0       177.1       104.1         0.0
    1   10     11440         0.0       177.1       104.1         0.0
    1   10     11450         0.0       177.1       104.1         0.0
    1   10     11460         0.0       177.1       104.1         0.0
    1   10     11470         0.0       177.1       104.1         0.0
    1   10     11480         0.0       177.1       104.1         0.0
    1   10     11490         0.0       177.1       104.1         0.0
    1   10     11500         0.0       177.1       104.1         0.0
    1   10     11510         0.0       177.1       104.1         0.0
    1   10     11520         0.0       177.1       104.1         0.0
    1   10     11530         0.0       177.1       104.1         0.0
    1   10     11540         0.0       177.1       104.1         0.0
    1   10     11550         0.0       177.1       104.1         0.0
    1   10     11560         0.0       177.1       104.1         0.0
    1   10     11570         0.0       177.1       104.1         0.0
    1   10     11580         0.0       177.1       104.1         0.0
    1   10     11590         0.0       177.1       104.1         0.0
    1   10     11600         0.0       177.1       104.1         0.0
    1   10     11610         0.0       177.1       104.1         0.0
    1   10     11620         0.0       177.1       104.1         0.0
    1   10     11630         0.0       177.1       104.1         0.0
    1   10     11640         0.0       177.1       104.1         0.0
    1   10     11650         0.0       177.1       104.1         0.0
    1   10     11660         0.0       177.1       104.1         0.0
    1   10     11670         0.0       177.1       104.1         0.0
    1   10     11680         0.0       177.1       104.1         0.0
    1   10     11690         0.0       177.1       104.1         0.0
    1   10     11700         0.0       177.1       104.1         0.0
    1   10     11710         0.0       177.1       104.1         0.0
    1   10     11720         0.0       177.1       104.1         0.0
    1   10     11730         0.0       177.1       104.1         0.0
    1   10     11740         0.0       177.1       104.1         0.0
    1   10     11750         0.0       177.1       104.1         0.0
    1   10     11760         0.0       177.1       104.1         0.0
    1   10     11770         0.0       177.1       104.1         0.0
    1   10     11780         0.0       177.1       104.1         0.0
    1   10     11790         0.0       177.1       104.1         0.0
    1   10     11800         0.0       177.1       104.1         0.0
    1   10     11810         0.0       177.1       104.1         0.0
    1   10     11820         0.0       177.1       104.1         0.0
    1   10     11830         0.0       177.1       104.1         0.0
    1   10     11840         0.0       177.1       104.1         0.0
    1   10     11850         0.0       177.1       104.1         0.0
    1   10     11860         0.0       177.1       104.1         0.0
    1   10     11870         0.0       177.1       104.1         0.0
    1   10     11880         0.0       177.1       104.1         0.0
    1   10     11890         0.0       177.1       104.1         0.0
    1   10     11900         0.0       177.1       104.1         0.0
    1   10     11910         0.0       177.1       104.1         0.0
    1   10     11920         0.0       177.1       104.1         0.0
    1   10     11930         0.0       177.1       104.1         0.0
    1   10     11940         0.0       177.1       104.1         0.0
    1   10     11950         0.0       177.1       104.1         0.0
    1   10     11960         0.0       177.1       104.1         0.0
    1   10     11970         0.0       177.1       104.1         0.0
    1   10     11980         0.0       177.1       104.1         0.0
    1   10     11990         0.0       177.1       104.1         0.0
    1   10     12000         0.0       177.1       104.1         0.0
    1   10     12010         0.0       177.1       104.1         0.0
    1   10     12020         0.0       177.1       104.1         0.0
    1   10     12030         0.0       177.1       104.1         0.0
    1   10     12040         0.0       177.1       104.1         0.0
    1   10     12050         0.0       177.1       104.1         0.0
    1   10     12060         0.0       177.1       104.1         0.0
    1   10     12070         0.0       177.1       104.1         0.0
    1   10     12080         0.0       177.1       104.1         0.0
    1   10     12090         0.0       177.1       104.1         0.0
    1   10     12100         0.0       177.1       104.1         0.0
    1   10     12110         0.0       177.1       104.1         0.0
    1   10     12120         0.0       177.1       104.1         0.0
    1   10     12130         0.0       177.1       104.1         0.0
    1   10     12140         0.0       177.1       104.1         0.0
    1   10     12150         0.0       177.1       104.1         0.0
    1   10     12160         0.0       177.1       104.1         0.0
    1   10     12170         0.0       177.1       104.1         0.0
    1   10     12180         0.0       177.1       104.1         0.0
    1   10     12190         0.0       176.9       103.9         0.0
    1   10     12200         0.0       176.7       103.7         0.0
    1   10     12210         0.0       176.4       103.4         0.0
    1   10     12220         0.0       176.0       103.0         0.0
    1   10     12230         0.0       175.5       102.5         0.0
    1   10     12240         0.0       174.9       101.9         0.0
    1   10     12250         0.0       174.2       101.2         0.0
    1   10     12260         0.0       173.5       100.5         0.0
    1   10     12270         0.0       172.8        99.8         0.0
